data_id	user_id	user_height	user_weight	design_type	unique_code	posture_type	adjust_type	headrest_height	headrest_front	back_angle	cushion_lifting	seat_height	leg_extension	leg_angle	slide_rail	left_flank	right_wing	waist_support	m_mhg	m_data	update_time	create_time
7164	119	172	65	1	94f5f4e7	0	1	0	0	0	0	0	0	0	0	0	0	0	2302	[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,3,0,0,0,0,0],[0,0,0,0,10,13,0,0,0,0],[0,0,0,0,4,5,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,7,5,0,0,0,0],[0,0,11,12,13,18,22,16,10,0],[0,0,18,18,18,17,19,16,20,0],[0,0,6,19,16,19,20,14,14,0],[0,0,7,18,19,14,18,8,4,0],[0,0,7,20,19,20,13,6,0,0],[0,0,3,17,14,12,15,3,0,0],[0,0,0,2,4,1,0,0,0,0],[0,0,0,0,2,0,1,0,0,0],[0,0,17,24,32,42,40,26,0,0],[0,0,30,36,48,48,41,33,0,0],[0,0,36,43,40,48,44,43,0,0],[0,0,33,44,40,45,45,37,0,0],[0,0,35,43,35,42,39,37,0,0],[0,0,30,32,21,32,40,36,0,0],[0,0,24,26,23,35,35,25,0,0],[0,0,18,21,15,14,28,18,0,0],[0,0,0,2,6,5,9,3,0,0],[0,0,0,2,11,5,4,0,0,0]]	2025/10/15 15:23:31	2025/10/15 14:29:10
7165	119	172	65	1	94f5f4e7	0	1	0	0	0	0	0	0	0	0	0	0	0	2229	[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,10,13,0,0,0,0],[0,0,0,0,3,4,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,5,3,0,0,0,0],[0,0,10,12,13,17,21,14,10,0],[0,0,17,17,16,17,18,14,20,0],[0,0,7,18,15,18,18,12,16,0],[0,0,7,17,18,13,17,7,5,0],[0,0,7,19,19,19,12,5,0,0],[0,0,2,16,12,12,13,2,0,0],[0,0,0,1,2,1,0,0,0,0],[0,0,0,0,2,0,3,0,0,0],[0,0,17,23,32,41,40,25,0,0],[0,0,29,35,48,46,41,33,0,0],[0,0,36,42,40,47,44,42,0,0],[0,0,32,43,39,44,45,37,0,0],[0,0,35,43,34,40,39,36,0,0],[0,0,29,30,21,31,40,35,0,0],[0,0,24,25,22,33,34,24,0,0],[0,0,17,21,14,13,26,16,0,0],[0,0,0,2,8,5,9,2,0,0],[0,0,0,2,11,6,4,1,0,0]]	2025/10/15 15:23:31	2025/10/15 14:29:10
7166	119	172	65	1	94f5f4e7	0	1	0	0	0	0	0	0	0	0	0	0	0	2198	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,3,0,0,0,0,0],[0,0,0,0,10,13,0,0,0,0],[0,0,0,0,3,4,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,4,1,0,0,0,0],[0,0,9,11,12,16,21,13,10,0],[0,0,15,16,16,17,18,13,20,0],[0,0,6,17,15,18,18,13,15,0],[0,0,7,16,18,13,17,7,5,0],[0,0,7,19,19,19,12,4,0,0],[0,0,2,15,12,11,13,2,0,0],[0,0,0,2,2,1,0,0,0,0],[0,0,0,0,1,0,3,0,0,0],[0,0,16,23,32,41,39,25,0,0],[0,0,29,35,47,46,40,32,0,0],[0,0,35,42,40,47,43,41,0,0],[0,0,31,43,38,44,45,36,0,0],[0,0,35,42,35,41,39,35,0,0],[0,0,28,30,21,31,40,35,0,0],[0,0,23,24,21,33,34,24,0,0],[0,0,15,20,14,12,26,16,0,0],[0,0,0,2,8,5,9,3,0,0],[0,0,0,3,11,6,3,3,0,0]]	2025/10/15 15:23:31	2025/10/15 14:29:10
7167	119	172	65	1	94f5f4e7	0	1	0	0	0	0	0	0	0	0	0	0	0	2274	[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,2,0,0,0,0,0],[0,0,0,0,10,12,0,0,0,0],[0,0,0,0,4,4,0,0,0,0],[0,0,0,0,3,2,0,0,0,0],[0,0,0,0,6,4,0,0,0,0],[0,0,11,12,13,17,23,15,10,0],[0,0,18,17,17,17,19,16,20,0],[0,0,5,18,14,18,19,14,12,0],[0,0,7,17,19,14,18,8,0,0],[0,0,7,19,19,20,14,6,0,0],[0,0,3,16,13,12,14,3,0,0],[0,0,0,2,4,1,0,0,0,0],[0,0,0,0,2,0,3,0,0,0],[0,0,17,24,32,42,40,26,0,0],[0,0,29,36,48,47,41,33,0,0],[0,0,35,43,40,48,43,43,0,0],[0,0,32,43,39,45,45,37,0,0],[0,0,35,43,35,40,39,36,0,0],[0,0,29,31,21,32,41,36,0,0],[0,0,25,26,22,34,35,25,0,0],[0,0,17,21,15,13,28,18,0,0],[0,0,1,3,8,6,9,3,0,0],[0,0,0,2,11,6,5,2,0,0]]	2025/10/15 15:23:31	2025/10/15 14:29:10
7168	119	172	65	1	94f5f4e7	0	1	0	0	0	0	0	0	0	0	0	0	0	2387	[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,9,11,0,0,0,0],[0,0,0,0,4,6,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,8,6,0,0,0,0],[0,0,13,13,14,18,20,17,12,0],[0,0,22,18,18,18,17,19,21,0],[0,0,9,19,17,20,21,14,16,0],[0,0,10,19,21,14,18,9,4,0],[0,0,9,20,20,21,13,7,0,0],[0,0,4,18,15,13,14,3,0,0],[0,0,0,3,4,1,0,0,0,0],[0,0,0,0,1,0,2,0,0,0],[0,0,18,24,33,43,41,27,0,0],[0,0,30,37,48,49,42,34,0,0],[0,0,37,44,41,49,44,43,0,0],[0,0,33,44,40,47,45,38,0,0],[0,0,36,44,36,42,40,38,0,0],[0,0,30,32,22,33,41,37,0,0],[0,0,25,27,24,36,36,26,0,0],[0,0,21,23,16,15,29,19,0,0],[0,0,0,3,8,5,9,4,0,0],[0,0,0,3,11,6,7,2,0,0]]	2025/10/15 15:23:31	2025/10/15 14:29:10
7169	119	172	65	1	94f5f4e7	0	1	0	0	0	0	0	0	0	0	0	0	0	2452	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,10,13,0,0,0,0],[0,0,0,0,5,6,0,0,0,0],[0,0,0,0,4,3,0,0,0,0],[0,0,0,0,8,7,0,0,0,0],[0,0,14,13,16,19,21,17,13,0],[0,0,21,19,19,19,19,19,22,0],[0,0,10,20,17,21,20,16,18,0],[0,0,10,19,21,15,18,9,7,0],[0,0,9,21,21,21,14,7,0,0],[0,0,5,19,15,13,15,5,0,0],[0,0,0,4,5,2,0,0,0,0],[0,0,0,0,2,0,3,0,0,0],[0,0,19,24,33,44,41,27,0,0],[0,0,30,37,49,49,43,35,0,0],[0,0,37,44,41,50,45,45,0,0],[0,0,34,44,41,47,46,38,0,0],[0,0,37,44,36,43,41,39,0,0],[0,0,30,32,23,34,42,38,0,0],[0,0,26,28,24,36,36,26,0,0],[0,0,20,23,16,15,30,20,0,0],[0,0,0,3,8,5,10,4,0,0],[0,0,0,3,12,7,5,2,0,0]]	2025/10/15 15:23:31	2025/10/15 14:29:10
7170	119	172	65	1	94f5f4e7	0	1	0	0	0	0	0	0	0	0	0	0	0	2362	[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,8,9,0,0,0,0],[0,0,0,0,6,5,0,0,0,0],[0,0,0,0,3,2,0,0,0,0],[0,0,0,0,7,6,0,0,0,0],[0,0,12,12,14,17,20,17,12,0],[0,0,22,17,18,17,17,19,21,0],[0,0,8,19,16,19,21,14,16,0],[0,0,9,19,20,14,18,9,4,0],[0,0,9,20,20,20,13,7,0,0],[0,0,4,19,14,13,14,3,0,0],[0,0,0,2,4,1,0,0,0,0],[0,0,0,0,3,0,2,0,0,0],[0,0,17,24,33,42,41,27,0,0],[0,0,30,37,48,48,42,34,0,0],[0,0,37,43,40,48,44,43,0,0],[0,0,33,44,40,46,45,38,0,0],[0,0,36,44,35,42,40,38,0,0],[0,0,30,32,22,33,41,37,0,0],[0,0,25,27,23,35,36,26,0,0],[0,0,19,23,16,15,29,19,0,0],[0,0,1,3,8,5,9,4,0,0],[0,0,0,2,12,7,7,2,0,0]]	2025/10/15 15:23:31	2025/10/15 14:29:10
7171	119	172	65	1	94f5f4e7	0	1	0	0	0	0	0	0	0	0	0	0	0	2394	[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,9,11,0,0,0,0],[0,0,0,0,4,6,0,0,0,0],[0,0,0,0,3,3,0,0,0,0],[0,0,0,0,8,6,0,0,0,0],[0,0,12,13,14,18,21,17,12,0],[0,0,20,18,18,18,18,19,22,0],[0,0,9,20,17,20,20,16,17,0],[0,0,9,18,21,14,19,9,6,0],[0,0,9,20,20,21,13,7,0,0],[0,0,5,18,15,13,14,4,0,0],[0,0,0,4,4,1,0,0,0,0],[0,0,0,0,1,0,2,0,0,0],[0,0,18,24,33,43,41,27,0,0],[0,0,30,37,48,49,42,34,0,0],[0,0,37,44,41,49,44,44,0,0],[0,0,33,44,40,47,46,38,0,0],[0,0,37,44,36,42,40,38,0,0],[0,0,30,32,22,33,42,37,0,0],[0,0,26,28,24,36,36,26,0,0],[0,0,20,23,16,15,28,19,0,0],[0,0,1,3,8,5,9,2,0,0],[0,0,0,3,11,6,4,2,0,0]]	2025/10/15 15:23:31	2025/10/15 14:29:10
7172	119	172	65	1	94f5f4e7	0	1	0	0	0	0	0	0	0	0	0	0	0	2485	[[0,0,0,0,2,0,0,0,0,0],[0,0,0,0,2,0,0,0,0,0],[0,0,0,0,11,15,0,0,0,0],[0,0,0,0,5,6,0,0,0,0],[0,0,0,0,4,4,0,0,0,0],[0,0,0,0,7,6,0,0,0,0],[0,0,13,13,15,19,21,18,12,0],[0,0,20,18,20,20,19,17,23,0],[0,0,9,20,18,20,21,15,18,0],[0,0,10,19,22,15,20,9,6,0],[0,0,9,21,21,22,14,7,0,0],[0,0,5,19,16,14,14,5,0,0],[0,0,0,3,5,2,0,0,0,0],[0,0,0,0,2,1,4,0,0,0],[0,0,19,25,34,44,42,28,0,0],[0,0,30,37,49,50,43,35,0,0],[0,0,37,45,41,51,46,44,0,0],[0,0,33,45,41,48,47,39,0,0],[0,0,37,44,37,44,41,39,0,0],[0,0,31,33,24,35,43,38,0,0],[0,0,27,29,24,36,37,27,0,0],[0,0,20,24,17,16,31,21,0,0],[0,0,1,3,9,5,11,3,0,0],[0,0,0,3,12,7,5,2,0,0]]	2025/10/15 15:23:31	2025/10/15 14:29:10
7173	119	172	65	1	94f5f4e7	0	1	0	0	0	0	0	0	0	0	0	0	0	2488	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,2,0,0,0,0,0],[0,0,0,0,11,15,0,0,0,0],[0,0,0,0,5,6,0,0,0,0],[0,0,0,0,4,4,0,0,0,0],[0,0,0,0,9,8,0,0,0,0],[0,0,14,14,15,20,22,18,14,0],[0,0,21,19,20,20,19,19,23,0],[0,0,10,20,17,19,20,15,19,0],[0,0,10,19,21,15,19,9,9,0],[0,0,9,21,21,21,14,8,1,0],[0,0,5,19,15,14,15,5,0,0],[0,0,0,4,5,2,0,0,0,0],[0,0,0,0,3,1,3,0,0,0],[0,0,19,25,34,44,41,27,0,0],[0,0,30,37,49,50,43,35,0,0],[0,0,37,44,42,50,46,44,0,0],[0,0,34,45,40,48,46,38,0,0],[0,0,37,44,37,43,41,39,0,0],[0,0,31,33,23,35,43,38,0,0],[0,0,27,29,24,37,36,27,0,0],[0,0,20,24,16,16,31,21,0,0],[0,0,1,2,8,6,10,4,0,0],[0,0,0,3,12,5,4,2,0,0]]	2025/10/15 15:23:31	2025/10/15 14:29:10
7174	119	172	65	1	94f5f4e7	0	1	0	0	0	0	0	0	0	0	0	0	0	2444	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,10,13,0,0,0,0],[0,0,0,0,5,6,0,0,0,0],[0,0,0,0,4,3,0,0,0,0],[0,0,0,0,8,7,0,0,0,0],[0,0,14,13,16,19,21,16,12,0],[0,0,21,19,19,19,19,18,23,0],[0,0,10,20,17,21,20,15,18,0],[0,0,10,19,21,15,18,9,7,0],[0,0,9,21,21,21,14,7,0,0],[0,0,5,19,15,13,15,4,0,0],[0,0,0,4,5,2,0,0,0,0],[0,0,0,0,2,0,3,0,0,0],[0,0,18,24,33,44,41,27,0,0],[0,0,30,37,49,49,43,35,0,0],[0,0,37,44,41,50,45,44,0,0],[0,0,33,44,41,47,46,38,0,0],[0,0,37,44,36,43,41,38,0,0],[0,0,30,32,23,34,42,37,0,0],[0,0,26,28,24,36,36,26,0,0],[0,0,21,23,16,15,30,20,0,0],[0,0,0,3,8,5,10,4,0,0],[0,0,0,3,12,7,5,2,0,0]]	2025/10/15 15:23:31	2025/10/15 14:29:10
7175	119	172	65	1	94f5f4e7	0	1	0	0	0	0	0	0	0	0	0	0	0	2470	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,3,0,0,0,0,0],[0,0,0,0,11,14,0,0,0,0],[0,0,0,0,4,6,0,0,0,0],[0,0,0,0,4,3,0,0,0,0],[0,0,0,0,8,7,0,0,0,0],[0,0,14,14,15,19,22,17,13,0],[0,0,21,19,20,19,19,18,23,0],[0,0,10,20,17,20,20,16,18,0],[0,0,10,19,21,15,18,9,8,0],[0,0,9,21,21,21,14,7,0,0],[0,0,5,18,16,13,14,5,0,0],[0,0,0,4,5,2,0,0,0,0],[0,0,0,0,2,1,3,0,0,0],[0,0,19,25,34,44,41,27,0,0],[0,0,30,37,49,50,42,35,0,0],[0,0,37,45,41,50,45,45,0,0],[0,0,34,44,41,48,46,38,0,0],[0,0,37,44,36,43,41,39,0,0],[0,0,30,32,23,34,42,38,0,0],[0,0,26,28,24,37,36,27,0,0],[0,0,20,24,17,16,30,21,0,0],[0,0,0,3,8,6,10,6,0,0],[0,0,0,3,12,7,5,2,0,0]]	2025/10/15 15:23:31	2025/10/15 14:29:10
7176	119	172	65	1	94f5f4e7	0	1	0	0	0	0	0	0	0	0	0	0	0	2485	[[0,0,0,0,1,0,0,0,0,0],[0,0,0,0,2,0,0,0,0,0],[0,0,0,0,11,14,0,0,0,0],[0,0,0,0,5,7,0,0,0,0],[0,0,0,0,4,4,0,0,0,0],[0,0,0,0,8,5,0,0,0,0],[0,0,13,14,15,19,21,17,12,0],[0,0,19,19,21,20,18,16,22,0],[0,0,9,20,18,20,21,15,17,0],[0,0,10,19,21,15,19,9,4,0],[0,0,10,20,21,22,15,7,0,0],[0,0,5,19,15,13,14,4,0,0],[0,0,0,3,5,3,0,0,0,0],[0,0,0,0,3,0,4,0,0,0],[0,0,19,25,34,44,40,28,0,0],[0,0,31,37,49,50,43,35,0,0],[0,0,38,45,42,51,46,45,0,0],[0,0,35,45,41,48,47,39,0,0],[0,0,37,44,37,44,41,39,0,0],[0,0,32,33,24,35,43,39,0,0],[0,0,27,28,25,37,37,27,0,0],[0,0,21,24,17,16,30,21,0,0],[0,0,1,3,9,6,11,4,0,0],[0,0,0,3,12,6,5,3,0,0]]	2025/10/15 15:23:31	2025/10/15 14:29:10
